dataset,detector,image_id,image_path,false_negative_count,false_positive_count,localization_error_count,class_confusion_count,duplicate_detection_count,high_confidence_false_positive_count,safety_relevant_failure_count,total_non_tp_failure_events,failure_type_score,image_width,image_height,total_gt_in_image,total_predictions_in_image
waymo,rtdetr,16213317953898915772_1597_170_1617_170_1509233619293687,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233619293687.png,20,282,10,6,13,3,133,331,497.590762,640,640,38,300
waymo,rtdetr,8679184381783013073_7740_000_7760_000_1541816077398587,data\processed\milestone_3\images\waymo\external\8679184381783013073_7740_000_7760_000_1541816077398587.png,32,294,10,2,8,0,102,346,497.564509,640,640,38,300
waymo,rtdetr,8679184381783013073_7740_000_7760_000_1541816066898908,data\processed\milestone_3\images\waymo\external\8679184381783013073_7740_000_7760_000_1541816066898908.png,28,292,14,1,4,0,121,339,497.47657,640,640,36,300
waymo,rtdetr,4690718861228194910_1980_000_2000_000_1552693985249378,data\processed\milestone_3\images\waymo\external\4690718861228194910_1980_000_2000_000_1552693985249378.png,31,293,8,0,9,2,121,341,497.287164,640,640,38,300
waymo,rtdetr,14931160836268555821_5778_870_5798_870_1507338350135327,data\processed\milestone_3\images\waymo\external\14931160836268555821_5778_870_5798_870_1507338350135327.png,5,297,4,3,8,2,173,317,496.947332,640,640,8,300
waymo,rtdetr,11660186733224028707_420_000_440_000_1541042910772363,data\processed\milestone_3\images\waymo\external\11660186733224028707_420_000_440_000_1541042910772363.png,24,292,11,3,8,1,127,338,496.903925,640,640,32,300
waymo,rtdetr,14931160836268555821_5778_870_5798_870_1507338342931418,data\processed\milestone_3\images\waymo\external\14931160836268555821_5778_870_5798_870_1507338342931418.png,7,296,0,0,6,1,173,309,496.798507,640,640,11,300
waymo,rtdetr,16213317953898915772_1597_170_1617_170_1509233615793809,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233615793809.png,21,281,12,6,19,2,124,339,496.710091,640,640,40,300
waymo,rtdetr,14300007604205869133_1160_000_1180_000_1544753136773763,data\processed\milestone_3\images\waymo\external\14300007604205869133_1160_000_1180_000_1544753136773763.png,26,296,9,2,6,0,133,339,496.631686,640,640,30,300
waymo,rtdetr,8679184381783013073_7740_000_7760_000_1541816068398899,data\processed\milestone_3\images\waymo\external\8679184381783013073_7740_000_7760_000_1541816068398899.png,29,296,13,2,2,0,117,342,496.54069,640,640,33,300
waymo,rtdetr,16213317953898915772_1597_170_1617_170_1509233621793942,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233621793942.png,20,285,14,4,20,1,123,343,496.215728,640,640,35,300
waymo,rtdetr,933621182106051783_4160_000_4180_000_1543516677272349,data\processed\milestone_3\images\waymo\external\933621182106051783_4160_000_4180_000_1543516677272349.png,24,289,11,3,38,1,102,365,496.114364,640,640,35,300
kitti,rtdetr,000722,data\processed\milestone_3\images\kitti\val\000722.png,0,296,0,0,14,4,198,310,495.868439,640,640,4,300
kitti,rtdetr,007451,data\processed\milestone_3\images\kitti\val\007451.png,1,292,1,1,12,11,185,307,495.78474,640,640,9,300
kitti,rtdetr,004882,data\processed\milestone_3\images\kitti\val\004882.png,0,294,0,0,22,1,192,316,495.660857,640,640,6,300
waymo,rtdetr,4690718861228194910_1980_000_2000_000_1552693989749305,data\processed\milestone_3\images\waymo\external\4690718861228194910_1980_000_2000_000_1552693989749305.png,30,289,11,1,18,2,109,349,495.569491,640,640,41,300
waymo,rtdetr,4690718861228194910_1980_000_2000_000_1552693980749366,data\processed\milestone_3\images\waymo\external\4690718861228194910_1980_000_2000_000_1552693980749366.png,29,285,19,1,21,3,109,355,495.54646,640,640,44,300
waymo,rtdetr,8679184381783013073_7740_000_7760_000_1541816065398891,data\processed\milestone_3\images\waymo\external\8679184381783013073_7740_000_7760_000_1541816065398891.png,32,295,12,2,1,0,112,342,495.51258,640,640,37,300
waymo,rtdetr,8679184381783013073_7740_000_7760_000_1541816067898879,data\processed\milestone_3\images\waymo\external\8679184381783013073_7740_000_7760_000_1541816067898879.png,30,295,9,0,0,0,123,334,495.449984,640,640,35,300
waymo,rtdetr,4690718861228194910_1980_000_2000_000_1552693976249498,data\processed\milestone_3\images\waymo\external\4690718861228194910_1980_000_2000_000_1552693976249498.png,31,293,10,1,19,3,107,354,495.392595,640,640,38,300
waymo,rtdetr,933621182106051783_4160_000_4180_000_1543516684272735,data\processed\milestone_3\images\waymo\external\933621182106051783_4160_000_4180_000_1543516684272735.png,21,292,10,4,19,2,125,346,495.30764,640,640,29,300
waymo,rtdetr,4690718861228194910_1980_000_2000_000_1552693974749318,data\processed\milestone_3\images\waymo\external\4690718861228194910_1980_000_2000_000_1552693974749318.png,29,290,18,4,13,1,104,354,495.216884,640,640,39,300
kitti,rtdetr,003296,data\processed\milestone_3\images\kitti\val\003296.png,0,294,0,0,16,4,192,310,495.213107,640,640,6,300
waymo,rtdetr,12657584952502228282_3940_000_3960_000_1549937207399013,data\processed\milestone_3\images\waymo\external\12657584952502228282_3940_000_3960_000_1549937207399013.png,31,290,19,1,36,0,83,377,494.913858,640,640,41,300
waymo,rtdetr,14931160836268555821_5778_870_5798_870_1507338353631702,data\processed\milestone_3\images\waymo\external\14931160836268555821_5778_870_5798_870_1507338353631702.png,0,295,0,0,12,0,198,307,494.885114,640,640,5,300
waymo,rtdetr,2736377008667623133_2676_410_2696_410_1511721507000880,data\processed\milestone_3\images\waymo\external\2736377008667623133_2676_410_2696_410_1511721507000880.png,4,297,2,0,12,0,184,315,494.57091,640,640,7,300
waymo,rtdetr,14107757919671295130_3546_370_3566_370_1511668660859805,data\processed\milestone_3\images\waymo\external\14107757919671295130_3546_370_3566_370_1511668660859805.png,18,300,5,1,0,0,149,324,494.528519,640,640,18,300
