dataset,detector,image_id,image_path,false_negative_count,false_positive_count,localization_error_count,class_confusion_count,duplicate_detection_count,high_confidence_false_positive_count,safety_relevant_failure_count,total_non_tp_failure_events,failure_type_score,image_width,image_height,total_gt_in_image,total_predictions_in_image
waymo,rtdetr,9114112687541091312_1100_000_1120_000_1544144339816354,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144339816354.png,42,295,26,10,9,3,283,382,743.019443,640,640,47,300
waymo,rtdetr,9114112687541091312_1100_000_1120_000_1544144341816280,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144341816280.png,40,292,24,10,13,4,281,379,727.996116,640,640,48,300
waymo,rtdetr,9114112687541091312_1100_000_1120_000_1544144332316253,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144332316253.png,41,297,28,13,3,3,258,382,726.129293,640,640,44,300
waymo,rtdetr,9114112687541091312_1100_000_1120_000_1544144341316314,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144341316314.png,40,291,20,6,18,3,289,375,725.125401,640,640,49,300
waymo,rtdetr,9114112687541091312_1100_000_1120_000_1544144335816195,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144335816195.png,37,292,27,9,15,4,283,380,724.073712,640,640,45,300
waymo,rtdetr,9114112687541091312_1100_000_1120_000_1544144340316344,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144340316344.png,40,294,22,8,4,2,279,368,723.886424,640,640,46,300
waymo,rtdetr,9114112687541091312_1100_000_1120_000_1544144343816197,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144343816197.png,36,292,19,12,24,3,286,383,723.316912,640,640,44,300
waymo,rtdetr,9114112687541091312_1100_000_1120_000_1544144342816305,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144342816305.png,40,294,23,7,15,4,280,379,722.949788,640,640,46,300
waymo,rtdetr,9114112687541091312_1100_000_1120_000_1544144342316340,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144342316340.png,39,293,20,11,14,4,277,377,721.937541,640,640,46,300
waymo,rtdetr,9114112687541091312_1100_000_1120_000_1544144335316215,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144335316215.png,35,292,25,9,17,4,285,378,721.097983,640,640,43,300
waymo,rtdetr,9114112687541091312_1100_000_1120_000_1544144334816198,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144334816198.png,36,292,23,11,18,2,281,380,719.797111,640,640,44,300
waymo,rtdetr,9114112687541091312_1100_000_1120_000_1544144326216286,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144326216286.png,38,290,22,14,11,1,270,375,717.770137,640,640,48,300
waymo,rtdetr,9114112687541091312_1100_000_1120_000_1544144344316123,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144344316123.png,39,292,20,10,11,6,277,372,716.953149,640,640,47,300
waymo,rtdetr,9114112687541091312_1100_000_1120_000_1544144343316292,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144343316292.png,39,293,18,11,11,5,275,372,716.238413,640,640,46,300
waymo,rtdetr,9114112687541091312_1100_000_1120_000_1544144333316285,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144333316285.png,36,293,27,10,7,4,273,373,716.144726,640,640,43,300
waymo,rtdetr,9114112687541091312_1100_000_1120_000_1544144334316230,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144334316230.png,36,293,24,11,20,3,271,384,715.490143,640,640,43,300
waymo,rtdetr,9114112687541091312_1100_000_1120_000_1544144339316236,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144339316236.png,35,291,23,9,10,3,281,368,714.023155,640,640,44,300
waymo,rtdetr,9114112687541091312_1100_000_1120_000_1544144340816348,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144340816348.png,41,294,24,7,6,4,267,372,713.969134,640,640,47,300
waymo,rtdetr,9114112687541091312_1100_000_1120_000_1544144332816253,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144332816253.png,37,294,27,11,8,5,260,377,712.091293,640,640,43,300
waymo,rtdetr,9114112687541091312_1100_000_1120_000_1544144336816339,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144336816339.png,36,293,25,6,15,2,273,375,705.026054,640,640,43,300
waymo,rtdetr,9114112687541091312_1100_000_1120_000_1544144333816269,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144333816269.png,34,292,24,10,14,2,272,374,704.82806,640,640,42,300
waymo,rtdetr,8506432817378693815_4860_000_4880_000_1557857356634947,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857356634947.png,51,291,21,6,18,1,227,387,701.913004,640,640,60,300
waymo,rtdetr,9114112687541091312_1100_000_1120_000_1544144326716290,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144326716290.png,36,290,27,10,8,5,262,371,701.220091,640,640,46,300
waymo,rtdetr,9114112687541091312_1100_000_1120_000_1544144336316269,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144336316269.png,37,293,21,9,10,3,263,370,700.088183,640,640,44,300
waymo,rtdetr,30779396576054160_1880_000_1900_000_1557845076164361,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845076164361.png,25,283,19,2,81,1,329,410,699.022825,640,640,42,300
waymo,rtdetr,9114112687541091312_1100_000_1120_000_1544144325216299,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144325216299.png,34,287,19,12,23,4,264,375,697.667478,640,640,47,300
waymo,rtdetr,9114112687541091312_1100_000_1120_000_1544144331816256,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144331816256.png,37,295,21,10,4,5,252,367,693.855308,640,640,42,300
waymo,rtdetr,9114112687541091312_1100_000_1120_000_1544144324716280,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144324716280.png,33,288,21,14,13,6,255,369,693.608543,640,640,45,300
waymo,rtdetr,30779396576054160_1880_000_1900_000_1557845080664363,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845080664363.png,21,274,16,5,98,4,338,414,691.569549,640,640,47,300
waymo,rtdetr,9114112687541091312_1100_000_1120_000_1544144328716280,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144328716280.png,33,293,21,14,16,3,254,377,690.997936,640,640,40,300
waymo,rtdetr,9114112687541091312_1100_000_1120_000_1544144329716272,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144329716272.png,34,295,25,10,7,2,251,371,690.822324,640,640,39,300
waymo,rtdetr,9114112687541091312_1100_000_1120_000_1544144338316151,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144338316151.png,35,293,20,9,8,3,258,365,687.891336,640,640,42,300
waymo,rtdetr,30779396576054160_1880_000_1900_000_1557845080164307,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845080164307.png,24,278,14,7,87,1,317,410,686.321779,640,640,46,300
waymo,rtdetr,9114112687541091312_1100_000_1120_000_1544144338816151,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144338816151.png,36,291,22,7,5,3,256,361,685.896279,640,640,45,300
waymo,rtdetr,8506432817378693815_4860_000_4880_000_1557857366137460,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857366137460.png,40,287,18,3,22,0,250,370,685.463405,640,640,53,300
waymo,rtdetr,9114112687541091312_1100_000_1120_000_1544144325716300,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144325716300.png,35,287,17,10,13,2,254,362,682.198451,640,640,48,300
waymo,rtdetr,9114112687541091312_1100_000_1120_000_1544144337316333,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144337316333.png,37,293,22,5,8,3,251,365,681.929775,640,640,44,300
waymo,rtdetr,30779396576054160_1880_000_1900_000_1557845082664245,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845082664245.png,25,277,19,5,71,4,305,397,681.173539,640,640,48,300
waymo,rtdetr,8506432817378693815_4860_000_4880_000_1557857359637183,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857359637183.png,42,289,20,6,25,0,227,382,679.212742,640,640,53,300
waymo,rtdetr,9114112687541091312_1100_000_1120_000_1544144337816224,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144337816224.png,35,292,22,7,9,3,249,365,676.841119,640,640,43,300
waymo,rtdetr,8506432817378693815_4860_000_4880_000_1557857363637447,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857363637447.png,36,291,18,7,24,0,238,376,676.085168,640,640,45,300
waymo,rtdetr,30779396576054160_1880_000_1900_000_1557845075164283,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845075164283.png,23,282,15,3,77,1,314,400,675.271874,640,640,41,300
waymo,rtdetr,30779396576054160_1880_000_1900_000_1557845078164309,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845078164309.png,22,279,16,4,82,4,315,403,675.007393,640,640,43,300
waymo,rtdetr,8506432817378693815_4860_000_4880_000_1557857359136948,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857359136948.png,43,290,22,2,21,1,218,378,670.152751,640,640,53,300
waymo,rtdetr,30779396576054160_1880_000_1900_000_1557845075664314,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845075664314.png,21,281,12,2,80,6,320,396,668.899232,640,640,40,300
waymo,rtdetr,9114112687541091312_1100_000_1120_000_1544144330216284,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144330216284.png,30,293,19,11,9,5,243,362,668.134261,640,640,37,300
waymo,rtdetr,30779396576054160_1880_000_1900_000_1557845077164332,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845077164332.png,22,279,15,3,73,1,312,392,667.424739,640,640,43,300
waymo,rtdetr,8506432817378693815_4860_000_4880_000_1557857365637432,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857365637432.png,36,287,15,4,24,0,248,366,667.380372,640,640,49,300
waymo,rtdetr,9114112687541091312_1100_000_1120_000_1544144329216283,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144329216283.png,32,293,21,11,8,4,240,365,667.194289,640,640,39,300
waymo,rtdetr,9114112687541091312_1100_000_1120_000_1544144331316268,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144331316268.png,34,294,22,7,6,2,239,363,665.457092,640,640,40,300
waymo,rtdetr,8506432817378693815_4860_000_4880_000_1557857362637395,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857362637395.png,37,289,17,7,17,0,229,367,664.325445,640,640,48,300
waymo,rtdetr,8506432817378693815_4860_000_4880_000_1557857364637449,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857364637449.png,35,287,17,3,35,0,241,377,663.143053,640,640,48,300
waymo,rtdetr,8506432817378693815_4860_000_4880_000_1557857358135995,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857358135995.png,43,288,19,2,26,1,213,378,661.509855,640,640,55,300
waymo,rtdetr,8506432817378693815_4860_000_4880_000_1557857364137450,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857364137450.png,37,289,18,4,27,0,227,375,660.939328,640,640,48,300
waymo,rtdetr,30779396576054160_1880_000_1900_000_1557845082164337,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845082164337.png,25,277,15,3,65,3,296,385,660.812158,640,640,48,300
waymo,rtdetr,30779396576054160_1880_000_1900_000_1557845078664302,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845078664302.png,23,277,17,5,73,3,298,395,659.668907,640,640,46,300
waymo,rtdetr,8506432817378693815_4860_000_4880_000_1557857360137294,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857360137294.png,36,287,15,3,24,0,241,365,658.711789,640,640,49,300
waymo,rtdetr,30779396576054160_1880_000_1900_000_1557845073164288,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845073164288.png,19,285,8,2,81,0,313,395,658.522129,640,640,34,300
waymo,rtdetr,8506432817378693815_4860_000_4880_000_1557857356134808,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857356134808.png,49,288,19,4,20,1,198,380,657.353927,640,640,61,300
waymo,rtdetr,3577352947946244999_3980_000_4000_000_1557847173097422,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847173097422.png,24,280,19,8,39,3,269,370,656.538772,640,640,44,300
waymo,rtdetr,8506432817378693815_4860_000_4880_000_1557857357135138,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857357135138.png,48,289,24,3,14,1,199,378,656.43287,640,640,59,300
waymo,rtdetr,30779396576054160_1880_000_1900_000_1557845081164383,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845081164383.png,21,276,15,4,73,3,297,389,654.88354,640,640,45,300
waymo,rtdetr,30779396576054160_1880_000_1900_000_1557845076664327,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845076664327.png,22,279,15,1,71,0,302,388,653.832806,640,640,43,300
waymo,rtdetr,30779396576054160_1880_000_1900_000_1557845077664355,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845077664355.png,19,278,16,3,71,1,306,387,652.794764,640,640,41,300
waymo,rtdetr,9114112687541091312_1100_000_1120_000_1544144330816285,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144330816285.png,30,294,18,8,5,3,237,355,652.7678,640,640,36,300
waymo,rtdetr,8506432817378693815_4860_000_4880_000_1557857367137450,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857367137450.png,35,288,17,4,22,1,227,366,652.761716,640,640,47,300
waymo,rtdetr,30779396576054160_1880_000_1900_000_1557845084164315,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845084164315.png,22,276,10,4,66,4,299,378,652.260157,640,640,46,300
waymo,rtdetr,30779396576054160_1880_000_1900_000_1557845092164331,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845092164331.png,30,278,13,4,66,3,270,391,651.910749,640,640,52,300
waymo,rtdetr,30779396576054160_1880_000_1900_000_1557845089164320,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845089164320.png,27,277,15,4,57,4,281,380,651.904055,640,640,50,300
waymo,rtdetr,13356997604177841771_3360_000_3380_000_1557267377587261,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267377587261.png,44,295,12,2,6,0,220,359,651.015511,640,640,49,300
waymo,rtdetr,9114112687541091312_1100_000_1120_000_1544144327216278,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144327216278.png,31,289,18,8,10,2,238,356,650.737363,640,640,42,300
waymo,rtdetr,30779396576054160_1880_000_1900_000_1557845074664280,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845074664280.png,23,283,15,3,51,2,288,375,650.705293,640,640,40,300
waymo,rtdetr,3577352947946244999_3980_000_4000_000_1557847178597285,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847178597285.png,23,283,12,6,27,2,273,351,649.704523,640,640,40,300
waymo,rtdetr,30779396576054160_1880_000_1900_000_1557845079664314,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845079664314.png,18,272,11,3,90,3,315,394,648.838099,640,640,46,300
waymo,rtdetr,8506432817378693815_4860_000_4880_000_1557857360637369,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857360637369.png,37,286,12,4,25,1,221,364,648.748039,640,640,51,300
waymo,rtdetr,8506432817378693815_4860_000_4880_000_1557857358636513,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857358636513.png,44,291,21,3,12,0,195,371,646.937314,640,640,53,300
waymo,rtdetr,30779396576054160_1880_000_1900_000_1557845079164322,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845079164322.png,20,274,12,3,78,4,304,387,646.109174,640,640,46,300
waymo,rtdetr,10289507859301986274_4200_000_4220_000_1557847399172389,data\processed\milestone_3\images\waymo\external\10289507859301986274_4200_000_4220_000_1557847399172389.png,30,288,19,7,23,2,231,367,645.579136,640,640,42,300
waymo,rtdetr,30779396576054160_1880_000_1900_000_1557845081664397,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845081664397.png,23,277,16,1,65,5,288,382,645.228076,640,640,46,300
waymo,rtdetr,8506432817378693815_4860_000_4880_000_1557857369137487,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857369137487.png,28,288,17,5,25,0,238,363,644.154647,640,640,40,300
waymo,rtdetr,8506432817378693815_4860_000_4880_000_1557857354635133,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857354635133.png,47,290,15,8,22,0,185,382,643.992086,640,640,57,300
waymo,rtdetr,30779396576054160_1880_000_1900_000_1557845083664337,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845083664337.png,20,275,8,5,72,3,300,380,643.788191,640,640,45,300
waymo,rtdetr,30779396576054160_1880_000_1900_000_1557845091664362,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845091664362.png,30,278,17,3,53,4,260,381,642.856002,640,640,52,300
waymo,rtdetr,8506432817378693815_4860_000_4880_000_1557857366637459,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857366637459.png,37,288,17,3,22,1,210,367,642.274766,640,640,49,300
waymo,rtdetr,30779396576054160_1880_000_1900_000_1557845089664250,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845089664250.png,27,276,11,5,57,4,268,376,640.760291,640,640,51,300
waymo,rtdetr,30779396576054160_1880_000_1900_000_1557845088164321,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845088164321.png,29,278,14,5,59,4,257,385,640.00735,640,640,51,300
waymo,rtdetr,13356997604177841771_3360_000_3380_000_1557267381587525,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267381587525.png,40,290,14,3,8,1,228,355,639.37057,640,640,50,300
waymo,rtdetr,30779396576054160_1880_000_1900_000_1557845084664255,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845084664255.png,21,274,12,5,69,0,289,381,639.318991,640,640,47,300
waymo,rtdetr,8506432817378693815_4860_000_4880_000_1557857367637448,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857367637448.png,35,288,18,3,18,1,215,362,639.18198,640,640,47,300
waymo,rtdetr,13356997604177841771_3360_000_3380_000_1557267378087469,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267378087469.png,42,294,15,3,12,0,206,366,638.936885,640,640,48,300
waymo,rtdetr,30779396576054160_1880_000_1900_000_1557845083164333,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845083164333.png,20,273,11,3,75,4,295,382,638.364242,640,640,47,300
waymo,rtdetr,8506432817378693815_4860_000_4880_000_1557857365137457,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857365137457.png,34,286,13,3,25,0,227,361,638.119428,640,640,48,300
waymo,rtdetr,13356997604177841771_3360_000_3380_000_1557267378587691,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267378587691.png,44,296,19,2,6,1,196,367,637.995352,640,640,48,300
waymo,rtdetr,8506432817378693815_4860_000_4880_000_1557857357635506,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857357635506.png,44,288,18,4,21,0,187,375,637.865698,640,640,56,300
waymo,rtdetr,13356997604177841771_3360_000_3380_000_1557267379587481,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267379587481.png,44,296,15,5,5,2,200,365,637.588924,640,640,48,300
kitti,rtdetr,005812,data\processed\milestone_3\images\kitti\val\005812.png,0,295,0,0,90,2,340,385,637.218005,640,640,5,300
waymo,rtdetr,30779396576054160_1880_000_1900_000_1557845074164295,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845074164295.png,19,280,9,2,74,4,297,384,636.836087,640,640,39,300
waymo,rtdetr,30779396576054160_1880_000_1900_000_1557845088664320,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845088664320.png,26,275,11,3,62,2,273,377,636.60634,640,640,51,300
waymo,rtdetr,13356997604177841771_3360_000_3380_000_1557267379087718,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267379087718.png,39,294,19,6,13,0,204,371,636.350702,640,640,45,300
waymo,rtdetr,8506432817378693815_4860_000_4880_000_1557857361637343,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857361637343.png,36,290,12,2,19,1,214,359,636.078179,640,640,46,300
waymo,rtdetr,30779396576054160_1880_000_1900_000_1557845072664263,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845072664263.png,18,284,12,2,69,0,285,385,635.589863,640,640,34,300
waymo,rtdetr,30779396576054160_1880_000_1900_000_1557845091164358,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845091164358.png,28,277,17,6,51,4,251,379,634.710863,640,640,51,300
waymo,rtdetr,30779396576054160_1880_000_1900_000_1557845085664313,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845085664313.png,26,278,11,7,51,3,267,373,634.658657,640,640,48,300
waymo,rtdetr,13356997604177841771_3360_000_3380_000_1557267377087332,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267377087332.png,46,295,13,2,6,0,199,362,634.019957,640,640,51,300
waymo,rtdetr,8506432817378693815_4860_000_4880_000_1557857368637470,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857368637470.png,26,287,21,3,18,2,234,355,633.408262,640,640,39,300
waymo,rtdetr,13356997604177841771_3360_000_3380_000_1557267385588459,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267385588459.png,32,293,16,2,38,4,238,381,631.894143,640,640,39,300
waymo,rtdetr,13356997604177841771_3360_000_3380_000_1557267380087192,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267380087192.png,45,293,17,3,13,1,193,371,630.186124,640,640,52,300
waymo,rtdetr,30779396576054160_1880_000_1900_000_1557845073664294,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845073664294.png,20,284,12,3,51,1,278,370,629.589356,640,640,36,300
waymo,rtdetr,8506432817378693815_4860_000_4880_000_1557857361137300,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857361137300.png,37,290,12,1,23,1,211,363,629.51042,640,640,47,300
waymo,rtdetr,8506432817378693815_4860_000_4880_000_1557857362137378,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857362137378.png,37,290,12,2,18,1,207,359,628.883204,640,640,47,300
waymo,rtdetr,8506432817378693815_4860_000_4880_000_1557857363137470,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857363137470.png,35,286,14,4,16,0,209,355,627.997422,640,640,49,300
waymo,rtdetr,8506432817378693815_4860_000_4880_000_1557857350637092,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857350637092.png,34,287,14,3,28,2,212,366,627.761261,640,640,47,300
waymo,rtdetr,3577352947946244999_3980_000_4000_000_1557847172597388,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847172597388.png,23,279,13,4,46,2,251,365,626.876405,640,640,44,300
waymo,rtdetr,8506432817378693815_4860_000_4880_000_1557857368137463,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857368137463.png,36,289,19,1,21,3,204,366,626.804406,640,640,47,300
waymo,rtdetr,9114112687541091312_1100_000_1120_000_1544144328216300,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144328216300.png,30,290,14,4,21,2,230,359,626.539689,640,640,40,300
waymo,rtdetr,30779396576054160_1880_000_1900_000_1557845090664325,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845090664325.png,28,275,15,5,47,0,248,370,624.49536,640,640,53,300
waymo,rtdetr,13356997604177841771_3360_000_3380_000_1557267381087363,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267381087363.png,41,289,19,2,13,1,206,364,623.333216,640,640,52,300
waymo,rtdetr,30779396576054160_1880_000_1900_000_1557845086664263,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845086664263.png,20,274,7,2,74,1,280,377,623.157751,640,640,46,300
waymo,rtdetr,13356997604177841771_3360_000_3380_000_1557267383087635,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267383087635.png,39,292,16,5,16,4,204,368,622.952717,640,640,47,300
waymo,rtdetr,3577352947946244999_3980_000_4000_000_1557847173597426,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847173597426.png,22,280,14,5,48,2,240,369,622.47425,640,640,42,300
waymo,rtdetr,30779396576054160_1880_000_1900_000_1557845085164268,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845085164268.png,21,274,8,4,61,2,273,368,618.3169,640,640,47,300
waymo,rtdetr,9114112687541091312_1100_000_1120_000_1544144327716284,data\processed\milestone_3\images\waymo\external\9114112687541091312_1100_000_1120_000_1544144327716284.png,29,291,15,8,8,6,216,351,618.267327,640,640,38,300
waymo,rtdetr,8506432817378693815_4860_000_4880_000_1557857355634815,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857355634815.png,49,288,13,0,22,3,175,372,617.282015,640,640,61,300
waymo,rtdetr,10289507859301986274_4200_000_4220_000_1557847393172585,data\processed\milestone_3\images\waymo\external\10289507859301986274_4200_000_4220_000_1557847393172585.png,34,292,16,6,11,0,194,359,616.960152,640,640,42,300
waymo,rtdetr,3577352947946244999_3980_000_4000_000_1557847179097224,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847179097224.png,22,280,8,2,43,6,255,355,616.363468,640,640,42,300
waymo,rtdetr,10289507859301986274_4200_000_4220_000_1557847411672343,data\processed\milestone_3\images\waymo\external\10289507859301986274_4200_000_4220_000_1557847411672343.png,50,289,17,3,32,1,147,391,615.479577,640,640,61,300
waymo,rtdetr,10289507859301986274_4200_000_4220_000_1557847410172119,data\processed\milestone_3\images\waymo\external\10289507859301986274_4200_000_4220_000_1557847410172119.png,51,289,16,3,35,0,140,394,615.339574,640,640,62,300
