dataset,detector,image_id,image_path,missed_pedestrians,missed_cyclists,small_missed_vru,medium_missed_vru,large_missed_vru,total_safety_false_negatives,max_best_same_class_iou,max_best_wrong_class_iou,safety_critical_score,image_width,image_height,total_gt_in_image,total_predictions_in_image
waymo,rtdetr,30779396576054160_1880_000_1900_000_1557845083664337,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845083664337.png,6,0,6,0,0,6,0.426491,0.316354,9.0,640,640,45,300
waymo,rtdetr,8679184381783013073_7740_000_7760_000_1541816074398574,data\processed\milestone_3\images\waymo\external\8679184381783013073_7740_000_7760_000_1541816074398574.png,6,0,6,0,0,6,0.488819,0.488819,9.0,640,640,34,300
waymo,rtdetr,933621182106051783_4160_000_4180_000_1543516672772394,data\processed\milestone_3\images\waymo\external\933621182106051783_4160_000_4180_000_1543516672772394.png,6,0,6,0,0,6,0.272275,0.368633,9.0,640,640,41,300
waymo,retinanet,13356997604177841771_3360_000_3380_000_1557267389588330,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267389588330.png,6,0,6,0,0,6,0.427626,0.018507,9.0,640,640,43,29
waymo,retinanet,3039251927598134881_1240_610_1260_610_1507246308398329,data\processed\milestone_3\images\waymo\external\3039251927598134881_1240_610_1260_610_1507246308398329.png,6,0,6,0,0,6,0.0,0.0,9.0,640,640,15,2
waymo,retinanet,3039251927598134881_1240_610_1260_610_1507246308898414,data\processed\milestone_3\images\waymo\external\3039251927598134881_1240_610_1260_610_1507246308898414.png,6,0,6,0,0,6,0.0,0.0,9.0,640,640,15,4
waymo,retinanet,933621182106051783_4160_000_4180_000_1543516672772394,data\processed\milestone_3\images\waymo\external\933621182106051783_4160_000_4180_000_1543516672772394.png,6,0,6,0,0,6,0.0,0.022046,9.0,640,640,41,16
waymo,faster_rcnn,3039251927598134881_1240_610_1260_610_1507246308398329,data\processed\milestone_3\images\waymo\external\3039251927598134881_1240_610_1260_610_1507246308398329.png,6,0,6,0,0,6,0.0,0.0,9.0,640,640,15,5
waymo,faster_rcnn,3039251927598134881_1240_610_1260_610_1507246308898414,data\processed\milestone_3\images\waymo\external\3039251927598134881_1240_610_1260_610_1507246308898414.png,6,0,6,0,0,6,0.0,0.0,9.0,640,640,15,4
waymo,faster_rcnn,30779396576054160_1880_000_1900_000_1557845072664263,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845072664263.png,6,0,6,0,0,6,0.016272,0.074008,9.0,640,640,34,28
waymo,faster_rcnn,933621182106051783_4160_000_4180_000_1543516672772394,data\processed\milestone_3\images\waymo\external\933621182106051783_4160_000_4180_000_1543516672772394.png,6,0,6,0,0,6,0.0,0.041076,9.0,640,640,41,11
waymo,rtdetr,8679184381783013073_7740_000_7760_000_1541816061898859,data\processed\milestone_3\images\waymo\external\8679184381783013073_7740_000_7760_000_1541816061898859.png,5,1,5,1,0,6,0.258791,0.173447,8.75,640,640,36,300
waymo,retinanet,8679184381783013073_7740_000_7760_000_1541816070398965,data\processed\milestone_3\images\waymo\external\8679184381783013073_7740_000_7760_000_1541816070398965.png,5,1,5,1,0,6,0.0,0.0,8.75,640,640,35,2
waymo,retinanet,8679184381783013073_7740_000_7760_000_1541816074398574,data\processed\milestone_3\images\waymo\external\8679184381783013073_7740_000_7760_000_1541816074398574.png,5,1,5,0,1,6,0.049657,0.0,8.75,640,640,34,6
waymo,rtdetr,30779396576054160_1880_000_1900_000_1557845073664294,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845073664294.png,6,0,5,1,0,6,0.464769,0.506939,8.5,640,640,36,300
waymo,rtdetr,30779396576054160_1880_000_1900_000_1557845077664355,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845077664355.png,6,0,5,1,0,6,0.497847,0.497847,8.5,640,640,41,300
waymo,yolo,14931160836268555821_5778_870_5798_870_1507338352632870,data\processed\milestone_3\images\waymo\external\14931160836268555821_5778_870_5798_870_1507338352632870.png,2,3,5,0,0,5,0.0,0.560836,8.25,640,640,6,2
waymo,yolo,6324079979569135086_2372_300_2392_300_1506988293259610,data\processed\milestone_3\images\waymo\external\6324079979569135086_2372_300_2392_300_1506988293259610.png,3,2,5,0,0,5,0.0,0.0,8.0,640,640,29,10
waymo,yolo,6324079979569135086_2372_300_2392_300_1506988296259175,data\processed\milestone_3\images\waymo\external\6324079979569135086_2372_300_2392_300_1506988296259175.png,3,2,5,0,0,5,0.0,0.0,8.0,640,640,32,15
waymo,yolo,6324079979569135086_2372_300_2392_300_1506988297758918,data\processed\milestone_3\images\waymo\external\6324079979569135086_2372_300_2392_300_1506988297758918.png,3,2,5,0,0,5,0.0,0.0,8.0,640,640,31,13
waymo,yolo,9041488218266405018_6454_030_6474_030_1508979394226030,data\processed\milestone_3\images\waymo\external\9041488218266405018_6454_030_6474_030_1508979394226030.png,3,2,5,0,0,5,0.0,0.0,8.0,640,640,14,3
waymo,rtdetr,14931160836268555821_5778_870_5798_870_1507338350135327,data\processed\milestone_3\images\waymo\external\14931160836268555821_5778_870_5798_870_1507338350135327.png,3,2,5,0,0,5,0.461425,0.461425,8.0,640,640,8,300
waymo,rtdetr,6324079979569135086_2372_300_2392_300_1506988291259304,data\processed\milestone_3\images\waymo\external\6324079979569135086_2372_300_2392_300_1506988291259304.png,3,2,5,0,0,5,0.473564,0.473564,8.0,640,640,29,300
waymo,rtdetr,6324079979569135086_2372_300_2392_300_1506988292259364,data\processed\milestone_3\images\waymo\external\6324079979569135086_2372_300_2392_300_1506988292259364.png,3,2,5,0,0,5,0.081616,0.145044,8.0,640,640,30,300
waymo,rtdetr,6324079979569135086_2372_300_2392_300_1506988292759607,data\processed\milestone_3\images\waymo\external\6324079979569135086_2372_300_2392_300_1506988292759607.png,3,2,5,0,0,5,0.074419,0.326222,8.0,640,640,30,300
waymo,rtdetr,6324079979569135086_2372_300_2392_300_1506988293259610,data\processed\milestone_3\images\waymo\external\6324079979569135086_2372_300_2392_300_1506988293259610.png,3,2,5,0,0,5,0.236583,0.327217,8.0,640,640,29,300
waymo,rtdetr,9041488218266405018_6454_030_6474_030_1508979394226030,data\processed\milestone_3\images\waymo\external\9041488218266405018_6454_030_6474_030_1508979394226030.png,3,2,5,0,0,5,0.0,0.045168,8.0,640,640,14,300
waymo,retinanet,14931160836268555821_5778_870_5798_870_1507338350635049,data\processed\milestone_3\images\waymo\external\14931160836268555821_5778_870_5798_870_1507338350635049.png,3,2,5,0,0,5,0.061063,0.164348,8.0,640,640,8,4
waymo,retinanet,6324079979569135086_2372_300_2392_300_1506988293259610,data\processed\milestone_3\images\waymo\external\6324079979569135086_2372_300_2392_300_1506988293259610.png,3,2,5,0,0,5,0.0,0.0,8.0,640,640,29,14
waymo,retinanet,6324079979569135086_2372_300_2392_300_1506988297758918,data\processed\milestone_3\images\waymo\external\6324079979569135086_2372_300_2392_300_1506988297758918.png,3,2,5,0,0,5,0.0,0.588746,8.0,640,640,31,16
waymo,retinanet,9041488218266405018_6454_030_6474_030_1508979394226030,data\processed\milestone_3\images\waymo\external\9041488218266405018_6454_030_6474_030_1508979394226030.png,3,2,5,0,0,5,0.0,0.0,8.0,640,640,14,1
waymo,faster_rcnn,6324079979569135086_2372_300_2392_300_1506988293259610,data\processed\milestone_3\images\waymo\external\6324079979569135086_2372_300_2392_300_1506988293259610.png,3,2,5,0,0,5,0.0,0.07746,8.0,640,640,29,14
waymo,faster_rcnn,6324079979569135086_2372_300_2392_300_1506988297758918,data\processed\milestone_3\images\waymo\external\6324079979569135086_2372_300_2392_300_1506988297758918.png,3,2,5,0,0,5,0.488465,0.518798,8.0,640,640,31,15
waymo,faster_rcnn,9041488218266405018_6454_030_6474_030_1508979394226030,data\processed\milestone_3\images\waymo\external\9041488218266405018_6454_030_6474_030_1508979394226030.png,3,2,5,0,0,5,0.0,0.000473,8.0,640,640,14,3
waymo,yolo,14931160836268555821_5778_870_5798_870_1507338351134600,data\processed\milestone_3\images\waymo\external\14931160836268555821_5778_870_5798_870_1507338351134600.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,8,4
waymo,yolo,16213317953898915772_1597_170_1617_170_1509233615293762,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233615293762.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,40,16
waymo,yolo,16213317953898915772_1597_170_1617_170_1509233616793637,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233616793637.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,37,17
waymo,yolo,16213317953898915772_1597_170_1617_170_1509233619793571,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233619793571.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,37,16
waymo,yolo,16213317953898915772_1597_170_1617_170_1509233620293598,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233620293598.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,37,15
waymo,yolo,16213317953898915772_1597_170_1617_170_1509233620793703,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233620793703.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,37,19
waymo,yolo,16213317953898915772_1597_170_1617_170_1509233621293910,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233621293910.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,36,11
waymo,yolo,16213317953898915772_1597_170_1617_170_1509233621793942,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233621793942.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,35,5
waymo,yolo,16213317953898915772_1597_170_1617_170_1509233622293787,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233622293787.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,37,12
waymo,yolo,16213317953898915772_1597_170_1617_170_1509233622793538,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233622793538.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,38,9
waymo,yolo,16213317953898915772_1597_170_1617_170_1509233623293547,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233623293547.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,38,8
waymo,yolo,16213317953898915772_1597_170_1617_170_1509233623793727,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233623793727.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,37,10
waymo,yolo,16213317953898915772_1597_170_1617_170_1509233624293839,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233624293839.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,35,7
waymo,yolo,16213317953898915772_1597_170_1617_170_1509233624793771,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233624793771.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,35,9
waymo,yolo,16213317953898915772_1597_170_1617_170_1509233625293657,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233625293657.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,38,19
waymo,yolo,16213317953898915772_1597_170_1617_170_1509233625793579,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233625793579.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,36,29
waymo,yolo,16213317953898915772_1597_170_1617_170_1509233626293736,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233626293736.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,37,17
waymo,yolo,16213317953898915772_1597_170_1617_170_1509233626793726,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233626793726.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,37,18
waymo,yolo,16213317953898915772_1597_170_1617_170_1509233627293691,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233627293691.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,34,11
waymo,yolo,16213317953898915772_1597_170_1617_170_1509233627794056,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233627794056.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,34,14
waymo,yolo,2736377008667623133_2676_410_2696_410_1511721503997894,data\processed\milestone_3\images\waymo\external\2736377008667623133_2676_410_2696_410_1511721503997894.png,4,1,5,0,0,5,0.105726,0.136706,7.75,640,640,7,10
waymo,yolo,2736377008667623133_2676_410_2696_410_1511721506000758,data\processed\milestone_3\images\waymo\external\2736377008667623133_2676_410_2696_410_1511721506000758.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,7,1
waymo,yolo,4690718861228194910_1980_000_2000_000_1552693985749361,data\processed\milestone_3\images\waymo\external\4690718861228194910_1980_000_2000_000_1552693985749361.png,4,1,5,0,0,5,0.0,0.463215,7.75,640,640,27,14
waymo,yolo,4690718861228194910_1980_000_2000_000_1552693986249397,data\processed\milestone_3\images\waymo\external\4690718861228194910_1980_000_2000_000_1552693986249397.png,4,1,5,0,0,5,0.0,0.097999,7.75,640,640,41,29
waymo,yolo,4690718861228194910_1980_000_2000_000_1552693986749419,data\processed\milestone_3\images\waymo\external\4690718861228194910_1980_000_2000_000_1552693986749419.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,42,16
waymo,yolo,4690718861228194910_1980_000_2000_000_1552693988249416,data\processed\milestone_3\images\waymo\external\4690718861228194910_1980_000_2000_000_1552693988249416.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,42,16
waymo,yolo,8679184381783013073_7740_000_7760_000_1541816070898763,data\processed\milestone_3\images\waymo\external\8679184381783013073_7740_000_7760_000_1541816070898763.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,33,0
waymo,yolo,8679184381783013073_7740_000_7760_000_1541816071398596,data\processed\milestone_3\images\waymo\external\8679184381783013073_7740_000_7760_000_1541816071398596.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,32,1
waymo,rtdetr,16213317953898915772_1597_170_1617_170_1509233615293762,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233615293762.png,4,1,5,0,0,5,0.388117,0.388117,7.75,640,640,40,300
waymo,rtdetr,16213317953898915772_1597_170_1617_170_1509233615793809,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233615793809.png,4,1,5,0,0,5,0.401955,0.401955,7.75,640,640,40,300
waymo,rtdetr,16213317953898915772_1597_170_1617_170_1509233616793637,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233616793637.png,4,1,5,0,0,5,0.495376,0.495376,7.75,640,640,37,300
waymo,rtdetr,16213317953898915772_1597_170_1617_170_1509233618293733,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233618293733.png,4,1,5,0,0,5,0.403838,0.403838,7.75,640,640,37,300
waymo,rtdetr,16213317953898915772_1597_170_1617_170_1509233619793571,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233619793571.png,4,1,5,0,0,5,0.360991,0.360991,7.75,640,640,37,300
waymo,rtdetr,16213317953898915772_1597_170_1617_170_1509233620293598,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233620293598.png,4,1,5,0,0,5,0.367394,0.367394,7.75,640,640,37,300
waymo,rtdetr,16213317953898915772_1597_170_1617_170_1509233621293910,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233621293910.png,4,1,5,0,0,5,0.294846,0.294846,7.75,640,640,36,300
waymo,rtdetr,16213317953898915772_1597_170_1617_170_1509233621793942,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233621793942.png,4,1,5,0,0,5,0.491232,0.491232,7.75,640,640,35,300
waymo,rtdetr,16213317953898915772_1597_170_1617_170_1509233622293787,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233622293787.png,4,1,5,0,0,5,0.291577,0.291577,7.75,640,640,37,300
waymo,rtdetr,16213317953898915772_1597_170_1617_170_1509233622793538,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233622793538.png,4,1,5,0,0,5,0.424082,0.424082,7.75,640,640,38,300
waymo,rtdetr,16213317953898915772_1597_170_1617_170_1509233623293547,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233623293547.png,4,1,5,0,0,5,0.292975,0.292975,7.75,640,640,38,300
waymo,rtdetr,2736377008667623133_2676_410_2696_410_1511721505500878,data\processed\milestone_3\images\waymo\external\2736377008667623133_2676_410_2696_410_1511721505500878.png,4,1,5,0,0,5,0.488298,0.488298,7.75,640,640,7,300
waymo,rtdetr,4690718861228194910_1980_000_2000_000_1552693986249397,data\processed\milestone_3\images\waymo\external\4690718861228194910_1980_000_2000_000_1552693986249397.png,4,1,5,0,0,5,0.16744,0.480351,7.75,640,640,41,300
waymo,rtdetr,4690718861228194910_1980_000_2000_000_1552693986749419,data\processed\milestone_3\images\waymo\external\4690718861228194910_1980_000_2000_000_1552693986749419.png,4,1,5,0,0,5,0.232647,0.232647,7.75,640,640,42,300
waymo,rtdetr,4690718861228194910_1980_000_2000_000_1552693988249416,data\processed\milestone_3\images\waymo\external\4690718861228194910_1980_000_2000_000_1552693988249416.png,4,1,5,0,0,5,0.170201,0.335328,7.75,640,640,42,300
waymo,rtdetr,4690718861228194910_1980_000_2000_000_1552693989749305,data\processed\milestone_3\images\waymo\external\4690718861228194910_1980_000_2000_000_1552693989749305.png,4,1,5,0,0,5,0.075269,0.176758,7.75,640,640,41,300
waymo,rtdetr,8679184381783013073_7740_000_7760_000_1541816071398596,data\processed\milestone_3\images\waymo\external\8679184381783013073_7740_000_7760_000_1541816071398596.png,4,1,5,0,0,5,0.44126,0.44126,7.75,640,640,32,300
waymo,retinanet,16213317953898915772_1597_170_1617_170_1509233615293762,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233615293762.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,40,14
waymo,retinanet,16213317953898915772_1597_170_1617_170_1509233616793637,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233616793637.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,37,16
waymo,retinanet,16213317953898915772_1597_170_1617_170_1509233619793571,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233619793571.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,37,13
waymo,retinanet,16213317953898915772_1597_170_1617_170_1509233620293598,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233620293598.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,37,13
waymo,retinanet,16213317953898915772_1597_170_1617_170_1509233620793703,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233620793703.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,37,10
waymo,retinanet,16213317953898915772_1597_170_1617_170_1509233621293910,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233621293910.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,36,11
waymo,retinanet,16213317953898915772_1597_170_1617_170_1509233621793942,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233621793942.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,35,10
waymo,retinanet,16213317953898915772_1597_170_1617_170_1509233622293787,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233622293787.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,37,11
waymo,retinanet,16213317953898915772_1597_170_1617_170_1509233622793538,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233622793538.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,38,9
waymo,retinanet,16213317953898915772_1597_170_1617_170_1509233623293547,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233623293547.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,38,18
waymo,retinanet,16213317953898915772_1597_170_1617_170_1509233623793727,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233623793727.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,37,12
waymo,retinanet,16213317953898915772_1597_170_1617_170_1509233624293839,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233624293839.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,35,12
waymo,retinanet,16213317953898915772_1597_170_1617_170_1509233625293657,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233625293657.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,38,13
waymo,retinanet,16213317953898915772_1597_170_1617_170_1509233625793579,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233625793579.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,36,17
waymo,retinanet,16213317953898915772_1597_170_1617_170_1509233626293736,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233626293736.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,37,14
waymo,retinanet,16213317953898915772_1597_170_1617_170_1509233626793726,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233626793726.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,37,14
waymo,retinanet,16213317953898915772_1597_170_1617_170_1509233627293691,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233627293691.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,34,12
waymo,retinanet,2736377008667623133_2676_410_2696_410_1511721503997894,data\processed\milestone_3\images\waymo\external\2736377008667623133_2676_410_2696_410_1511721503997894.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,7,3
waymo,retinanet,2736377008667623133_2676_410_2696_410_1511721504499973,data\processed\milestone_3\images\waymo\external\2736377008667623133_2676_410_2696_410_1511721504499973.png,4,1,5,0,0,5,0.488075,0.0,7.75,640,640,7,3
waymo,retinanet,2736377008667623133_2676_410_2696_410_1511721505000847,data\processed\milestone_3\images\waymo\external\2736377008667623133_2676_410_2696_410_1511721505000847.png,4,1,5,0,0,5,0.0,0.16463,7.75,640,640,7,3
waymo,retinanet,2736377008667623133_2676_410_2696_410_1511721506000758,data\processed\milestone_3\images\waymo\external\2736377008667623133_2676_410_2696_410_1511721506000758.png,4,1,5,0,0,5,0.0,0.721898,7.75,640,640,7,3
waymo,retinanet,2736377008667623133_2676_410_2696_410_1511721507000880,data\processed\milestone_3\images\waymo\external\2736377008667623133_2676_410_2696_410_1511721507000880.png,4,1,5,0,0,5,0.404673,0.143943,7.75,640,640,7,5
waymo,retinanet,4690718861228194910_1980_000_2000_000_1552693986749419,data\processed\milestone_3\images\waymo\external\4690718861228194910_1980_000_2000_000_1552693986749419.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,42,16
waymo,retinanet,8679184381783013073_7740_000_7760_000_1541816070898763,data\processed\milestone_3\images\waymo\external\8679184381783013073_7740_000_7760_000_1541816070898763.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,33,1
waymo,retinanet,8679184381783013073_7740_000_7760_000_1541816071398596,data\processed\milestone_3\images\waymo\external\8679184381783013073_7740_000_7760_000_1541816071398596.png,4,1,5,0,0,5,0.0,0.179597,7.75,640,640,32,3
waymo,faster_rcnn,16213317953898915772_1597_170_1617_170_1509233615293762,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233615293762.png,4,1,5,0,0,5,0.0,0.000844,7.75,640,640,40,12
waymo,faster_rcnn,16213317953898915772_1597_170_1617_170_1509233616793637,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233616793637.png,4,1,5,0,0,5,0.0,0.000716,7.75,640,640,37,10
waymo,faster_rcnn,16213317953898915772_1597_170_1617_170_1509233619793571,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233619793571.png,4,1,5,0,0,5,0.0,0.000694,7.75,640,640,37,10
waymo,faster_rcnn,16213317953898915772_1597_170_1617_170_1509233620293598,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233620293598.png,4,1,5,0,0,5,0.0,0.000748,7.75,640,640,37,10
waymo,faster_rcnn,16213317953898915772_1597_170_1617_170_1509233620793703,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233620793703.png,4,1,5,0,0,5,0.0,0.000747,7.75,640,640,37,10
waymo,faster_rcnn,16213317953898915772_1597_170_1617_170_1509233621293910,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233621293910.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,36,9
waymo,faster_rcnn,16213317953898915772_1597_170_1617_170_1509233621793942,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233621793942.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,35,8
waymo,faster_rcnn,16213317953898915772_1597_170_1617_170_1509233623293547,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233623293547.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,38,10
waymo,faster_rcnn,16213317953898915772_1597_170_1617_170_1509233623793727,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233623793727.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,37,13
waymo,faster_rcnn,16213317953898915772_1597_170_1617_170_1509233624293839,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233624293839.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,35,10
waymo,faster_rcnn,16213317953898915772_1597_170_1617_170_1509233624793771,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233624793771.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,35,9
waymo,faster_rcnn,16213317953898915772_1597_170_1617_170_1509233625293657,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233625293657.png,4,1,5,0,0,5,0.0,0.51151,7.75,640,640,38,11
waymo,faster_rcnn,16213317953898915772_1597_170_1617_170_1509233625793579,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233625793579.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,36,11
waymo,faster_rcnn,16213317953898915772_1597_170_1617_170_1509233626293736,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233626293736.png,4,1,5,0,0,5,0.0,0.776436,7.75,640,640,37,11
waymo,faster_rcnn,16213317953898915772_1597_170_1617_170_1509233626793726,data\processed\milestone_3\images\waymo\external\16213317953898915772_1597_170_1617_170_1509233626793726.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,37,9
waymo,faster_rcnn,2736377008667623133_2676_410_2696_410_1511721503997894,data\processed\milestone_3\images\waymo\external\2736377008667623133_2676_410_2696_410_1511721503997894.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,7,1
waymo,faster_rcnn,2736377008667623133_2676_410_2696_410_1511721504499973,data\processed\milestone_3\images\waymo\external\2736377008667623133_2676_410_2696_410_1511721504499973.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,7,2
waymo,faster_rcnn,2736377008667623133_2676_410_2696_410_1511721505000847,data\processed\milestone_3\images\waymo\external\2736377008667623133_2676_410_2696_410_1511721505000847.png,4,1,5,0,0,5,0.0,0.0,7.75,640,640,7,8
