dataset,detector,image_id,image_path,missed_pedestrians,missed_cyclists,small_missed_vru,medium_missed_vru,large_missed_vru,total_safety_false_negatives,max_best_same_class_iou,max_best_wrong_class_iou,safety_critical_score,image_width,image_height,total_gt_in_image,total_predictions_in_image
waymo,retinanet,3577352947946244999_3980_000_4000_000_1557847182597364,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847182597364.png,18,0,17,1,0,18,0.481454,0.06085,26.5,640,640,41,27
waymo,yolo,30779396576054160_1880_000_1900_000_1557845088664320,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845088664320.png,16,1,17,0,0,17,0.483856,0.007968,25.75,640,640,51,97
waymo,yolo,30779396576054160_1880_000_1900_000_1557845089664250,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845089664250.png,16,1,17,0,0,17,0.399169,0.014496,25.75,640,640,51,106
waymo,yolo,30779396576054160_1880_000_1900_000_1557845090664325,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845090664325.png,16,1,17,0,0,17,0.41827,0.005697,25.75,640,640,53,82
waymo,rtdetr,10289507859301986274_4200_000_4220_000_1557847400672475,data\processed\milestone_3\images\waymo\external\10289507859301986274_4200_000_4220_000_1557847400672475.png,16,1,17,0,0,17,0.446055,0.193039,25.75,640,640,34,300
waymo,retinanet,10289507859301986274_4200_000_4220_000_1557847400672475,data\processed\milestone_3\images\waymo\external\10289507859301986274_4200_000_4220_000_1557847400672475.png,16,1,17,0,0,17,0.033547,0.082279,25.75,640,640,34,12
waymo,retinanet,30779396576054160_1880_000_1900_000_1557845090664325,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845090664325.png,16,1,17,0,0,17,0.46308,0.224841,25.75,640,640,53,43
waymo,retinanet,30779396576054160_1880_000_1900_000_1557845091164358,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845091164358.png,16,1,17,0,0,17,0.48896,0.60341,25.75,640,640,51,33
waymo,retinanet,8506432817378693815_4860_000_4880_000_1557857370137196,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857370137196.png,16,1,17,0,0,17,0.16064,0.125752,25.75,640,640,32,18
waymo,faster_rcnn,13356997604177841771_3360_000_3380_000_1557267382587584,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267382587584.png,16,1,17,0,0,17,0.263861,0.062243,25.75,640,640,48,16
waymo,faster_rcnn,30779396576054160_1880_000_1900_000_1557845088664320,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845088664320.png,16,1,17,0,0,17,0.483967,0.016728,25.75,640,640,51,35
waymo,faster_rcnn,30779396576054160_1880_000_1900_000_1557845089164320,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845089164320.png,16,1,17,0,0,17,0.423316,0.592655,25.75,640,640,50,34
waymo,faster_rcnn,30779396576054160_1880_000_1900_000_1557845090664325,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845090664325.png,16,1,17,0,0,17,0.456194,0.0,25.75,640,640,53,39
waymo,faster_rcnn,3577352947946244999_3980_000_4000_000_1557847188597385,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847188597385.png,16,1,17,0,0,17,0.463259,0.4982,25.75,640,640,37,17
waymo,faster_rcnn,8506432817378693815_4860_000_4880_000_1557857370137196,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857370137196.png,16,1,17,0,0,17,0.417665,0.050237,25.75,640,640,32,29
waymo,yolo,3577352947946244999_3980_000_4000_000_1557847186597367,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847186597367.png,17,0,17,0,0,17,0.0,0.0,25.5,640,640,36,18
waymo,rtdetr,10289507859301986274_4200_000_4220_000_1557847397672777,data\processed\milestone_3\images\waymo\external\10289507859301986274_4200_000_4220_000_1557847397672777.png,17,0,17,0,0,17,0.466241,0.466241,25.5,640,640,44,300
waymo,rtdetr,10289507859301986274_4200_000_4220_000_1557847400172420,data\processed\milestone_3\images\waymo\external\10289507859301986274_4200_000_4220_000_1557847400172420.png,17,0,17,0,0,17,0.42205,0.261,25.5,640,640,38,300
waymo,rtdetr,3577352947946244999_3980_000_4000_000_1557847173097422,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847173097422.png,17,0,17,0,0,17,0.443,0.670298,25.5,640,640,44,300
waymo,retinanet,10289507859301986274_4200_000_4220_000_1557847405672479,data\processed\milestone_3\images\waymo\external\10289507859301986274_4200_000_4220_000_1557847405672479.png,17,0,17,0,0,17,0.0,0.031922,25.5,640,640,52,17
waymo,retinanet,13356997604177841771_3360_000_3380_000_1557267382087526,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267382087526.png,17,0,17,0,0,17,0.424747,0.042522,25.5,640,640,49,15
waymo,retinanet,13356997604177841771_3360_000_3380_000_1557267386588510,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267386588510.png,17,0,17,0,0,17,0.0,0.262679,25.5,640,640,50,9
waymo,retinanet,3577352947946244999_3980_000_4000_000_1557847175597389,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847175597389.png,17,0,17,0,0,17,0.042748,0.586499,25.5,640,640,35,26
waymo,retinanet,3577352947946244999_3980_000_4000_000_1557847177097488,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847177097488.png,17,0,17,0,0,17,0.367911,0.025104,25.5,640,640,37,24
waymo,retinanet,3577352947946244999_3980_000_4000_000_1557847184597476,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847184597476.png,17,0,17,0,0,17,0.387166,0.153786,25.5,640,640,36,18
waymo,faster_rcnn,10289507859301986274_4200_000_4220_000_1557847405672479,data\processed\milestone_3\images\waymo\external\10289507859301986274_4200_000_4220_000_1557847405672479.png,17,0,17,0,0,17,0.434258,0.0,25.5,640,640,52,16
waymo,faster_rcnn,13356997604177841771_3360_000_3380_000_1557267384587702,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267384587702.png,17,0,17,0,0,17,0.450188,0.335618,25.5,640,640,42,16
waymo,faster_rcnn,13356997604177841771_3360_000_3380_000_1557267386588510,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267386588510.png,17,0,17,0,0,17,0.498512,0.17603,25.5,640,640,50,21
waymo,faster_rcnn,3577352947946244999_3980_000_4000_000_1557847175097426,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847175097426.png,17,0,17,0,0,17,0.189701,0.203055,25.5,640,640,35,23
waymo,faster_rcnn,3577352947946244999_3980_000_4000_000_1557847175597389,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847175597389.png,17,0,17,0,0,17,0.48659,0.464499,25.5,640,640,35,32
waymo,faster_rcnn,3577352947946244999_3980_000_4000_000_1557847177097488,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847177097488.png,17,0,17,0,0,17,0.423873,0.009301,25.5,640,640,37,24
waymo,faster_rcnn,3577352947946244999_3980_000_4000_000_1557847181097330,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847181097330.png,17,0,17,0,0,17,0.388956,0.478075,25.5,640,640,40,30
waymo,faster_rcnn,3577352947946244999_3980_000_4000_000_1557847184597476,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847184597476.png,17,0,17,0,0,17,0.496154,0.39511,25.5,640,640,36,21
waymo,faster_rcnn,13356997604177841771_3360_000_3380_000_1557267383587568,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267383587568.png,16,1,16,1,0,17,0.442888,0.561182,25.25,640,640,45,17
waymo,faster_rcnn,3577352947946244999_3980_000_4000_000_1557847179597308,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847179597308.png,16,1,16,1,0,17,0.455748,0.296259,25.25,640,640,43,29
waymo,rtdetr,10289507859301986274_4200_000_4220_000_1557847397172702,data\processed\milestone_3\images\waymo\external\10289507859301986274_4200_000_4220_000_1557847397172702.png,14,2,16,0,0,16,0.473284,0.473284,24.5,640,640,44,300
waymo,yolo,30779396576054160_1880_000_1900_000_1557845088164321,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845088164321.png,15,1,16,0,0,16,0.479493,0.019284,24.25,640,640,51,97
waymo,yolo,3577352947946244999_3980_000_4000_000_1557847186097351,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847186097351.png,15,1,16,0,0,16,0.204325,0.009784,24.25,640,640,35,24
waymo,rtdetr,10289507859301986274_4200_000_4220_000_1557847401672650,data\processed\milestone_3\images\waymo\external\10289507859301986274_4200_000_4220_000_1557847401672650.png,15,1,16,0,0,16,0.122404,0.238048,24.25,640,640,35,300
waymo,rtdetr,8506432817378693815_4860_000_4880_000_1557857370137196,data\processed\milestone_3\images\waymo\external\8506432817378693815_4860_000_4880_000_1557857370137196.png,15,1,16,0,0,16,0.450264,0.450264,24.25,640,640,32,300
waymo,retinanet,30779396576054160_1880_000_1900_000_1557845088164321,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845088164321.png,15,1,16,0,0,16,0.485413,0.108186,24.25,640,640,51,42
waymo,retinanet,30779396576054160_1880_000_1900_000_1557845090164314,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845090164314.png,15,1,16,0,0,16,0.415411,0.640628,24.25,640,640,51,32
waymo,retinanet,3577352947946244999_3980_000_4000_000_1557847185597336,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847185597336.png,15,1,16,0,0,16,0.375832,0.057703,24.25,640,640,38,18
waymo,retinanet,3577352947946244999_3980_000_4000_000_1557847188597385,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847188597385.png,15,1,16,0,0,16,0.318444,0.024034,24.25,640,640,37,18
waymo,faster_rcnn,3577352947946244999_3980_000_4000_000_1557847188097381,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847188097381.png,15,1,16,0,0,16,0.283613,0.44712,24.25,640,640,37,22
waymo,yolo,10289507859301986274_4200_000_4220_000_1557847405172436,data\processed\milestone_3\images\waymo\external\10289507859301986274_4200_000_4220_000_1557847405172436.png,16,0,16,0,0,16,0.251848,0.007666,24.0,640,640,50,33
waymo,yolo,13356997604177841771_3360_000_3380_000_1557267387088421,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267387088421.png,16,0,16,0,0,16,0.0,0.0,24.0,640,640,41,3
waymo,rtdetr,13356997604177841771_3360_000_3380_000_1557267382587584,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267382587584.png,16,0,16,0,0,16,0.396817,0.384108,24.0,640,640,48,300
waymo,rtdetr,13356997604177841771_3360_000_3380_000_1557267384587702,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267384587702.png,16,0,16,0,0,16,0.455539,0.261567,24.0,640,640,42,300
waymo,rtdetr,13356997604177841771_3360_000_3380_000_1557267386588510,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267386588510.png,16,0,16,0,0,16,0.125302,0.204043,24.0,640,640,50,300
waymo,rtdetr,3577352947946244999_3980_000_4000_000_1557847172597388,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847172597388.png,16,0,16,0,0,16,0.490263,0.521532,24.0,640,640,44,300
waymo,rtdetr,3577352947946244999_3980_000_4000_000_1557847173597426,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847173597426.png,16,0,16,0,0,16,0.49717,0.610872,24.0,640,640,42,300
waymo,rtdetr,3577352947946244999_3980_000_4000_000_1557847174097401,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847174097401.png,16,0,16,0,0,16,0.488713,0.488713,24.0,640,640,39,300
waymo,rtdetr,3577352947946244999_3980_000_4000_000_1557847178597285,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847178597285.png,16,0,16,0,0,16,0.491117,0.491117,24.0,640,640,40,300
waymo,retinanet,10289507859301986274_4200_000_4220_000_1557847405172436,data\processed\milestone_3\images\waymo\external\10289507859301986274_4200_000_4220_000_1557847405172436.png,16,0,16,0,0,16,0.487594,0.01352,24.0,640,640,50,17
waymo,retinanet,13356997604177841771_3360_000_3380_000_1557267384587702,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267384587702.png,16,0,16,0,0,16,0.171664,0.0,24.0,640,640,42,18
waymo,retinanet,3577352947946244999_3980_000_4000_000_1557847177597529,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847177597529.png,16,0,16,0,0,16,0.169466,0.060056,24.0,640,640,39,26
waymo,retinanet,3577352947946244999_3980_000_4000_000_1557847192097398,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847192097398.png,16,0,16,0,0,16,0.477943,0.353723,24.0,640,640,31,17
waymo,faster_rcnn,10289507859301986274_4200_000_4220_000_1557847394172576,data\processed\milestone_3\images\waymo\external\10289507859301986274_4200_000_4220_000_1557847394172576.png,16,0,16,0,0,16,0.220578,0.113469,24.0,640,640,29,17
waymo,faster_rcnn,10289507859301986274_4200_000_4220_000_1557847396172563,data\processed\milestone_3\images\waymo\external\10289507859301986274_4200_000_4220_000_1557847396172563.png,16,0,16,0,0,16,0.4073,0.004459,24.0,640,640,38,14
waymo,faster_rcnn,10289507859301986274_4200_000_4220_000_1557847405172436,data\processed\milestone_3\images\waymo\external\10289507859301986274_4200_000_4220_000_1557847405172436.png,16,0,16,0,0,16,0.252029,0.055835,24.0,640,640,50,16
waymo,faster_rcnn,3577352947946244999_3980_000_4000_000_1557847180097380,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847180097380.png,16,0,16,0,0,16,0.386186,0.438543,24.0,640,640,40,27
waymo,faster_rcnn,3577352947946244999_3980_000_4000_000_1557847180597425,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847180597425.png,16,0,16,0,0,16,0.490686,0.320762,24.0,640,640,39,30
waymo,faster_rcnn,3577352947946244999_3980_000_4000_000_1557847192097398,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847192097398.png,16,0,16,0,0,16,0.418592,0.262487,24.0,640,640,31,20
waymo,yolo,30779396576054160_1880_000_1900_000_1557845081664397,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845081664397.png,15,1,15,1,0,16,0.484306,0.430273,23.75,640,640,46,103
waymo,faster_rcnn,30779396576054160_1880_000_1900_000_1557845087664279,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845087664279.png,15,1,15,0,1,16,0.420249,0.011647,23.75,640,640,48,34
waymo,yolo,8679184381783013073_7740_000_7760_000_1541816078398599,data\processed\milestone_3\images\waymo\external\8679184381783013073_7740_000_7760_000_1541816078398599.png,16,0,15,1,0,16,0.0,0.0,23.5,640,640,38,4
waymo,rtdetr,8679184381783013073_7740_000_7760_000_1541816078398599,data\processed\milestone_3\images\waymo\external\8679184381783013073_7740_000_7760_000_1541816078398599.png,16,0,15,1,0,16,0.0,0.434153,23.5,640,640,38,300
waymo,retinanet,3577352947946244999_3980_000_4000_000_1557847183097368,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847183097368.png,16,0,15,1,0,16,0.403306,0.436983,23.5,640,640,39,25
waymo,retinanet,8679184381783013073_7740_000_7760_000_1541816078398599,data\processed\milestone_3\images\waymo\external\8679184381783013073_7740_000_7760_000_1541816078398599.png,16,0,15,1,0,16,0.0,0.0,23.5,640,640,38,5
waymo,faster_rcnn,3577352947946244999_3980_000_4000_000_1557847181597369,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847181597369.png,16,0,15,0,1,16,0.396449,0.458525,23.5,640,640,41,26
waymo,faster_rcnn,3577352947946244999_3980_000_4000_000_1557847183097368,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847183097368.png,16,0,15,1,0,16,0.460581,0.267409,23.5,640,640,39,29
waymo,faster_rcnn,8679184381783013073_7740_000_7760_000_1541816078398599,data\processed\milestone_3\images\waymo\external\8679184381783013073_7740_000_7760_000_1541816078398599.png,16,0,15,1,0,16,0.0,0.0,23.5,640,640,38,2
waymo,yolo,30779396576054160_1880_000_1900_000_1557845090164314,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845090164314.png,14,1,15,0,0,15,0.427008,0.021433,22.75,640,640,51,105
waymo,yolo,30779396576054160_1880_000_1900_000_1557845091164358,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845091164358.png,14,1,15,0,0,15,0.478495,0.083874,22.75,640,640,51,114
waymo,rtdetr,30779396576054160_1880_000_1900_000_1557845091664362,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845091664362.png,14,1,15,0,0,15,0.489522,0.489522,22.75,640,640,52,300
waymo,retinanet,30779396576054160_1880_000_1900_000_1557845088664320,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845088664320.png,14,1,15,0,0,15,0.365633,0.229508,22.75,640,640,51,42
waymo,retinanet,30779396576054160_1880_000_1900_000_1557845089664250,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845089664250.png,14,1,15,0,0,15,0.416174,0.404599,22.75,640,640,51,38
waymo,retinanet,3577352947946244999_3980_000_4000_000_1557847188097381,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847188097381.png,14,1,15,0,0,15,0.484423,0.336992,22.75,640,640,37,24
waymo,faster_rcnn,30779396576054160_1880_000_1900_000_1557845088164321,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845088164321.png,14,1,15,0,0,15,0.465372,0.02634,22.75,640,640,51,43
waymo,faster_rcnn,30779396576054160_1880_000_1900_000_1557845091164358,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845091164358.png,14,1,15,0,0,15,0.491492,0.0,22.75,640,640,51,36
waymo,faster_rcnn,3577352947946244999_3980_000_4000_000_1557847187597379,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847187597379.png,14,1,15,0,0,15,0.478616,0.58608,22.75,640,640,38,27
waymo,yolo,10289507859301986274_4200_000_4220_000_1557847394672600,data\processed\milestone_3\images\waymo\external\10289507859301986274_4200_000_4220_000_1557847394672600.png,15,0,15,0,0,15,0.0,0.012658,22.5,640,640,26,5
waymo,yolo,3577352947946244999_3980_000_4000_000_1557847183597392,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847183597392.png,15,0,15,0,0,15,0.407291,0.167951,22.5,640,640,34,46
waymo,rtdetr,13356997604177841771_3360_000_3380_000_1557267383587568,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267383587568.png,15,0,15,0,0,15,0.376278,0.376278,22.5,640,640,45,300
waymo,rtdetr,13356997604177841771_3360_000_3380_000_1557267387088421,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267387088421.png,15,0,15,0,0,15,0.436386,0.436386,22.5,640,640,41,300
waymo,retinanet,10289507859301986274_4200_000_4220_000_1557847396172563,data\processed\milestone_3\images\waymo\external\10289507859301986274_4200_000_4220_000_1557847396172563.png,15,0,15,0,0,15,0.0,0.0,22.5,640,640,38,10
waymo,retinanet,13356997604177841771_3360_000_3380_000_1557267383587568,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267383587568.png,15,0,15,0,0,15,0.209566,0.363885,22.5,640,640,45,14
waymo,retinanet,13356997604177841771_3360_000_3380_000_1557267384087486,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267384087486.png,15,0,15,0,0,15,0.455834,0.0,22.5,640,640,44,24
waymo,retinanet,13356997604177841771_3360_000_3380_000_1557267387088421,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267387088421.png,15,0,15,0,0,15,0.453227,0.242727,22.5,640,640,41,9
waymo,retinanet,3577352947946244999_3980_000_4000_000_1557847179597308,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847179597308.png,15,0,15,0,0,15,0.464969,0.046228,22.5,640,640,43,25
waymo,faster_rcnn,13356997604177841771_3360_000_3380_000_1557267387088421,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267387088421.png,15,0,15,0,0,15,0.418135,0.088152,22.5,640,640,41,17
waymo,faster_rcnn,3577352947946244999_3980_000_4000_000_1557847186597367,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847186597367.png,15,0,15,0,0,15,0.489598,0.11609,22.5,640,640,36,25
waymo,yolo,13356997604177841771_3360_000_3380_000_1557267386088565,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267386088565.png,14,1,14,1,0,15,0.467914,0.052719,22.25,640,640,45,6
waymo,yolo,30779396576054160_1880_000_1900_000_1557845081164383,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845081164383.png,14,1,14,1,0,15,0.481451,0.094494,22.25,640,640,45,80
waymo,yolo,30779396576054160_1880_000_1900_000_1557845082664245,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845082664245.png,14,1,14,1,0,15,0.492681,0.04772,22.25,640,640,48,76
waymo,yolo,30779396576054160_1880_000_1900_000_1557845083164333,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845083164333.png,14,1,14,1,0,15,0.492121,0.046838,22.25,640,640,47,83
waymo,retinanet,30779396576054160_1880_000_1900_000_1557845087664279,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845087664279.png,14,1,14,0,1,15,0.485882,0.34015,22.25,640,640,48,44
waymo,faster_rcnn,3577352947946244999_3980_000_4000_000_1557847186097351,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847186097351.png,14,1,14,1,0,15,0.445674,0.085929,22.25,640,640,35,18
waymo,retinanet,30779396576054160_1880_000_1900_000_1557845078664302,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845078664302.png,16,0,12,4,0,16,0.493443,0.68327,22.0,640,640,46,41
waymo,yolo,8679184381783013073_7740_000_7760_000_1541816077898596,data\processed\milestone_3\images\waymo\external\8679184381783013073_7740_000_7760_000_1541816077898596.png,15,0,14,1,0,15,0.0,0.0,22.0,640,640,37,2
waymo,rtdetr,8679184381783013073_7740_000_7760_000_1541816077898596,data\processed\milestone_3\images\waymo\external\8679184381783013073_7740_000_7760_000_1541816077898596.png,15,0,14,1,0,15,0.014478,0.238345,22.0,640,640,37,300
waymo,retinanet,8679184381783013073_7740_000_7760_000_1541816077898596,data\processed\milestone_3\images\waymo\external\8679184381783013073_7740_000_7760_000_1541816077898596.png,15,0,14,1,0,15,0.0,0.002647,22.0,640,640,37,10
waymo,faster_rcnn,8679184381783013073_7740_000_7760_000_1541816077898596,data\processed\milestone_3\images\waymo\external\8679184381783013073_7740_000_7760_000_1541816077898596.png,15,0,14,1,0,15,0.0,0.0,22.0,640,640,37,4
waymo,yolo,8679184381783013073_7740_000_7760_000_1541816077398587,data\processed\milestone_3\images\waymo\external\8679184381783013073_7740_000_7760_000_1541816077398587.png,15,0,13,2,0,15,0.0,0.0,21.5,640,640,38,2
waymo,rtdetr,8679184381783013073_7740_000_7760_000_1541816077398587,data\processed\milestone_3\images\waymo\external\8679184381783013073_7740_000_7760_000_1541816077398587.png,15,0,13,2,0,15,0.000465,0.376578,21.5,640,640,38,300
waymo,retinanet,8679184381783013073_7740_000_7760_000_1541816077398587,data\processed\milestone_3\images\waymo\external\8679184381783013073_7740_000_7760_000_1541816077398587.png,15,0,13,2,0,15,0.0,0.0,21.5,640,640,38,6
waymo,faster_rcnn,8679184381783013073_7740_000_7760_000_1541816077398587,data\processed\milestone_3\images\waymo\external\8679184381783013073_7740_000_7760_000_1541816077398587.png,15,0,13,2,0,15,0.0,0.0,21.5,640,640,38,1
waymo,yolo,30779396576054160_1880_000_1900_000_1557845080664363,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845080664363.png,13,1,14,0,0,14,0.367927,0.064786,21.25,640,640,47,87
waymo,yolo,30779396576054160_1880_000_1900_000_1557845085664313,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845085664313.png,13,1,14,0,0,14,0.488229,0.015673,21.25,640,640,48,79
waymo,rtdetr,30779396576054160_1880_000_1900_000_1557845088164321,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845088164321.png,13,1,14,0,0,14,0.477506,0.445904,21.25,640,640,51,300
waymo,rtdetr,30779396576054160_1880_000_1900_000_1557845090664325,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845090664325.png,13,1,14,0,0,14,0.490607,0.440208,21.25,640,640,53,300
waymo,retinanet,30779396576054160_1880_000_1900_000_1557845086164277,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845086164277.png,13,1,14,0,0,14,0.414799,0.156839,21.25,640,640,46,28
waymo,retinanet,30779396576054160_1880_000_1900_000_1557845087164294,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845087164294.png,13,1,14,0,0,14,0.48805,0.508956,21.25,640,640,48,41
waymo,retinanet,3577352947946244999_3980_000_4000_000_1557847186097351,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847186097351.png,13,1,14,0,0,14,0.379548,0.082912,21.25,640,640,35,17
waymo,retinanet,3577352947946244999_3980_000_4000_000_1557847187597379,data\processed\milestone_3\images\waymo\external\3577352947946244999_3980_000_4000_000_1557847187597379.png,13,1,14,0,0,14,0.487559,0.413017,21.25,640,640,38,23
waymo,faster_rcnn,30779396576054160_1880_000_1900_000_1557845082164337,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845082164337.png,13,1,14,0,0,14,0.468393,0.423334,21.25,640,640,48,39
waymo,faster_rcnn,30779396576054160_1880_000_1900_000_1557845084164315,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845084164315.png,13,1,14,0,0,14,0.471746,0.07987,21.25,640,640,46,30
waymo,faster_rcnn,30779396576054160_1880_000_1900_000_1557845086164277,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845086164277.png,13,1,14,0,0,14,0.474923,0.393267,21.25,640,640,46,38
waymo,faster_rcnn,30779396576054160_1880_000_1900_000_1557845087164294,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845087164294.png,13,1,14,0,0,14,0.497862,0.38549,21.25,640,640,48,40
waymo,faster_rcnn,30779396576054160_1880_000_1900_000_1557845090164314,data\processed\milestone_3\images\waymo\external\30779396576054160_1880_000_1900_000_1557845090164314.png,13,1,14,0,0,14,0.34321,0.0,21.25,640,640,51,37
